,Unnamed: 0,smiles,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40,prob41,prob42,prob43,prob44,prob45,prob46,prob47,prob48,prob49,prob50,pc1,pc2,pc3,pc4,pc5,cluster
8629618,8629618,C#CCNS(=O)(=O)C1C=CN(C(=O)c2ccc(OC)cc2OCC(=O)O)CC1,4.059,4.126,4.231,4.241,4.321,4.395,4.412,4.491,4.528,4.58,4.651,4.662,4.673,4.911,4.943,5.072,5.076,5.19,5.304,5.443,5.49,5.596,5.608,5.629,5.634,5.663,5.758,5.787,5.821,5.844,5.89,5.922,5.943,5.951,5.992,6.004,6.024,6.044,6.081,6.116,6.178,6.184,6.226,6.261,6.266,6.267,6.283,6.306,6.321,6.334,0.02202999,0.00427445,0.00013003,0.00280728,0.00028241,0.00548605,0.03010794,0.03851083,0.00256187,0.0198545,9.772e-05,0.01016199,0.06997675,0.06893234,0.02663757,0.1073781,0.31636435,0.01659521,0.07364479,0.00281802,0.01683687,0.00560176,0.00100718,0.03454084,0.04457927,2.298e-05,0.00145817,0.02178051,0.06274558,0.01949637,0.00906979,0.00037185,0.00024165,0.00330264,6.9e-07,0.00571358,0.03463252,8.17e-06,0.00103034,0.00268835,4.751e-05,0.01806063,0.01732204,0.00663489,4.15e-05,0.00148255,0.21534707,0.04449037,4.174e-05,0.01363968,3384100.9999988195,0.4452092033046264,-1.0880402923333383,0.3628317558871659,0.6567649990621304,1
4822476,4822476,CCn1nccc1CN1C=NC(Oc2ccccc2F)CC1,4.209,4.513,4.572,4.762,4.777,4.936,4.968,5.03,5.088,5.123,5.203,5.336,5.386,5.393,5.465,5.7,5.792,5.81,5.815,5.991,6.003,6.058,6.114,6.139,6.174,6.196,6.24,6.261,6.298,6.455,6.476,6.55,6.57,6.586,6.617,6.632,6.823,6.828,6.886,6.928,7.041,7.105,7.105,7.123,7.231,7.264,7.312,7.375,7.406,7.411,0.00542373,0.00697116,0.04635474,0.0002486,0.00549997,0.06727279,0.00085281,4.45e-05,6.3e-07,0.03502399,0.0059804,7.588e-05,0.00012267,3.25e-06,0.01618409,0.01636865,0.01908405,8.365e-05,0.00513199,5.949e-05,0.00219228,0.00160701,0.00529741,0.01016281,0.02352024,0.00686423,0.30427458,0.34385581,0.07153132,0.00763455,0.08241934,0.03558813,0.05555466,0.04631858,0.00092109,0.04333865,0.00299784,0.02869337,0.10450929,0.02743035,4.093e-05,0.0023785,0.01068146,0.01803829,0.00033792,2.277e-05,0.05252595,0.00072057,0.00130951,0.00278675,-423040.9999998547,5.1257517715394005,-0.7247783331455635,0.7020068793215901,-0.031889530976941534,4
2744770,2744770,CC(=O)C1=NC(=C2C=C(S(=O)(=O)N3CCCC3)C=CC2=O)S1,1.103,1.435,2.038,2.286,2.478,2.568,2.673,2.73,2.9,3.038,3.107,3.132,3.39,3.552,3.657,3.691,3.72,3.808,3.827,3.926,4.127,4.135,4.169,4.179,4.255,4.273,4.343,4.401,4.421,4.578,4.608,4.615,4.692,4.709,4.725,4.744,4.782,4.893,4.941,4.952,4.97,5.04,5.074,5.104,5.135,5.178,5.205,5.232,5.254,5.31,0.02802346,6.308e-05,0.00136207,0.00075495,0.02148018,0.12115301,0.00527693,0.00379753,0.00013152,0.00138812,0.0027941,0.01327977,0.00342993,0.00570744,0.0649471,0.05322882,0.00448814,0.05781393,0.00457312,0.03730081,0.00169467,0.03267505,0.00216471,0.00439935,0.00034893,2.493e-05,0.08337335,0.00272977,0.01580528,0.00010242,0.00399635,0.00248488,0.01320799,0.00096818,0.00058864,0.00114772,0.00039022,0.00644203,0.00047511,0.01896515,0.0013349,0.07104519,0.04281788,0.00084136,0.00383995,0.00862314,0.07504247,0.00539863,0.01139265,0.00809261,-2500746.999999126,-9.246340787255773,2.722337968246027,-0.19005919979868624,-0.1281748898987686,0
9113747,9113747,COc1ccc(N(C)CCNC(=O)NCc2ccccc2CN2CCCC2=O)cn1,3.334,3.365,3.522,3.642,3.758,3.871,3.902,3.979,3.999,4.009,4.243,4.281,4.346,4.531,4.555,4.583,4.651,4.752,4.776,4.782,4.827,4.841,4.859,4.905,4.916,4.924,4.999,5.133,5.144,5.188,5.234,5.268,5.474,5.487,5.538,5.559,5.616,5.668,5.804,5.825,5.855,5.991,6.039,6.046,6.118,6.126,6.134,6.158,6.184,6.223,7.831e-05,5.02e-06,0.04032019,4.118e-05,0.00248898,0.00024756,0.00052515,0.00078447,2.041e-05,0.00015511,0.00513763,0.01386914,0.00175862,0.00046127,0.00093914,0.00014085,0.00568708,0.00049294,0.00053619,5.058e-05,0.05083818,0.07007834,0.0009988,0.00107583,0.00154122,0.10426907,0.00272985,0.00016458,0.0340166,0.00028388,0.00145729,0.00013134,0.00150334,0.00842087,0.01603156,4.446e-05,0.01386319,0.00212819,0.02043994,0.00010716,0.00024565,0.00201726,0.00018287,0.00083554,1.245e-05,0.00193431,0.00093275,0.0007813,0.0010665,0.00197391,3868229.9999986505,-2.773751359204502,0.06356933240423833,0.750173491650708,-0.2467280041693242,1
10359703,10359703,COc1ccc(NC(=O)c2cn3c(n2)CCCC3)c(-c2ccccc2)n1,3.331,3.367,3.424,3.541,3.754,3.926,3.963,4.047,4.153,4.252,4.335,4.544,4.62,4.705,4.757,4.764,4.803,4.824,4.915,4.965,4.969,4.986,5.018,5.127,5.128,5.133,5.165,5.202,5.289,5.337,5.344,5.378,5.442,5.461,5.539,5.561,5.622,5.653,5.713,5.758,5.766,5.787,5.851,5.911,5.976,6.107,6.124,6.135,6.139,6.139,3.423e-05,0.04399502,0.00300169,0.00012918,1.357e-05,0.21848482,0.00413538,0.00026479,0.05478431,0.00010351,0.00138486,0.00019591,0.00829699,1.45e-06,0.00016523,9.189e-05,0.01945527,0.13402742,1.054e-05,0.00021366,0.00589988,0.02287405,0.0098834,0.00050621,6.227e-05,0.00021904,0.07262949,0.00108839,0.13713269,8.865e-05,0.00300892,0.00186879,0.01398079,0.06053045,0.0264342,0.00039252,0.00117399,0.01143075,0.04212923,0.03376912,0.00102383,0.05939209,0.0133817,0.00476685,0.01320685,0.00488146,0.00488994,0.00094821,0.00076012,0.00046962,5114185.999998217,-2.4165404514190754,-0.1761599234195323,0.04966053006434308,-0.054357498480545434,1
3066909,3066909,CNS(=O)(=O)c1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N(C)Cc2ccccc2)cc1,2.146,2.795,3.201,3.266,3.311,3.39,3.426,3.496,3.577,3.772,3.882,3.895,3.912,4.034,4.09,4.131,4.223,4.238,4.254,4.266,4.336,4.434,4.441,4.453,4.48,4.535,4.547,4.549,4.61,4.655,4.678,4.724,4.851,4.864,4.875,4.899,4.93,4.94,4.969,5.001,5.012,5.08,5.098,5.122,5.142,5.158,5.183,5.207,5.228,5.254,0.02751965,9.758e-05,0.04518539,0.00764149,0.00326207,0.00410755,0.02045253,0.05720918,0.00218411,0.00029893,0.00062568,0.00094777,0.00033821,7.383e-05,0.00012562,0.0002093,0.0001888,0.00245983,2.85e-06,0.00347194,0.009456,0.00609917,0.00748041,0.00615551,0.00214755,0.00275887,0.00321728,0.00059128,0.00975459,0.04181493,0.02111086,0.00278122,0.00027299,7.968e-05,0.00451491,0.00125659,0.29434514,0.03706432,0.01766931,0.02599172,0.0031271,0.01635941,0.00537448,0.00100677,0.00114645,0.0014761,0.01365892,0.00030677,2.458e-05,0.00892028,-2178607.9999992377,-7.146765173137757,-0.03104807608773544,-0.30782635662430585,-0.17675878837168216,0
5510513,5510513,COc1cccc(Sc2ccc(NC(O)N3CCCN(C(=O)C4CCCCC4)C3)nc2)c1,3.555,3.764,3.815,3.851,4.014,4.031,4.053,4.101,4.227,4.281,4.312,4.405,4.437,4.492,4.557,4.574,4.681,4.695,4.737,4.744,4.782,4.928,5.046,5.085,5.133,5.171,5.195,5.292,5.324,5.333,5.374,5.41,5.448,5.466,5.472,5.522,5.524,5.548,5.594,5.617,5.63,5.648,5.681,5.727,5.757,5.758,5.843,5.868,5.914,5.924,9.61e-06,0.0002756,0.00708067,9.567e-05,0.00044866,0.03739112,0.00674968,0.04935155,0.00825001,8.509e-05,0.00539843,0.00021594,0.02389529,0.00075234,0.04073037,0.02573919,0.03102981,0.00731589,0.02454205,0.00343043,0.01898722,0.00933181,0.00604555,0.01179985,0.00068333,0.00085166,0.02963828,0.05316391,6.455e-05,0.00879947,0.00232359,6.019e-05,0.00167647,0.0387349,0.00165788,0.0057348,0.00161631,3.337e-05,0.02242567,0.00036854,0.01251298,0.00282415,2.173e-05,0.00720338,0.01049447,0.0160019,0.00607464,0.00268591,0.01261142,0.00637395,264995.9999999096,-2.87689871967431,-0.9607672397984616,0.3783849511585129,0.21404138041055468,4
9689713,9689713,Cc1cc(C2CC2)[nH]c(=S)c1C(=O)NCCc1ccccc1,2.267,2.676,2.777,2.951,3.28,3.366,3.456,3.488,3.72,3.753,3.879,3.913,3.924,3.974,4.045,4.166,4.474,4.541,4.656,4.85,4.987,5.007,5.012,5.09,5.182,5.262,5.283,5.407,5.433,5.606,5.61,5.661,5.672,5.705,5.786,5.833,5.863,5.867,5.899,6.002,6.088,6.096,6.175,6.179,6.209,6.212,6.246,6.274,6.285,6.305,6.813e-05,0.0064014,0.02452284,5.205e-05,0.00121545,0.00226332,1.287e-05,0.0003935,5.59e-06,0.00032187,0.00020386,0.0022428,0.0499831,0.00147066,0.16639552,3.3e-07,0.0015527,0.03697985,0.00018133,1.4e-07,0.00447615,0.0044801,0.02450982,0.13369529,0.0016637,0.0017717,0.01652783,0.08594263,0.0032382,0.01155992,0.02024856,0.00051204,0.0009538,0.00368547,0.01101304,0.00027308,0.01214979,0.00125396,0.00284807,0.38319062,0.01313353,0.05568506,0.00081711,0.00145734,0.00532985,0.00021243,0.00298188,0.00122937,0.00625184,0.01448712,4444195.999998451,-2.8227597170183487,2.3459832136691925,0.6631542835537183,0.2310972527418393,1
10485512,10485512,CC(C)(F)OC(=O)Cc1ccccc1NC(CNc1ccccn1)=NOCc1ccccc1,2.848,3.28,3.385,3.444,3.454,3.481,3.996,4.188,4.202,4.356,4.417,4.51,4.521,4.556,4.565,4.581,4.603,4.616,4.626,4.642,4.651,4.654,4.74,4.757,4.786,4.79,4.799,4.82,4.874,4.986,5.05,5.064,5.082,5.157,5.175,5.189,5.212,5.218,5.229,5.25,5.276,5.296,5.325,5.333,5.349,5.369,5.374,5.387,5.388,5.421,0.00038414,0.00062567,0.00422423,0.00923279,0.00101342,0.00030158,0.00158275,0.00012472,0.00019784,0.02304147,0.00217113,0.01076245,0.00421329,0.00016465,0.0037615,0.00118507,0.01007654,0.00341936,0.0007453,0.01455195,0.00473946,0.00701547,0.01184387,0.00018245,0.0050436,0.00120144,0.00016069,0.0010592,0.00185616,0.00015893,0.0008163,7.06e-06,0.00288338,0.00314248,0.02521171,9.833e-05,0.05097196,0.00993192,0.00043414,0.00160396,0.00093588,0.00115694,0.00038263,4.944e-05,0.1602266,0.00032473,0.00371452,0.0012765,0.0009771,0.05456341,5239994.999998175,-4.883780394605684,-0.9037945191035968,-0.7553672616875527,-0.2183630089394528,1
9039180,9039180,Cc1ccc(-c2ncc(CNCC3CCC3)n2Cc2ccccc2F)o1,2.741,3.151,3.692,4.078,4.103,4.161,4.292,4.434,4.487,4.53,4.572,4.695,4.835,4.914,5.04,5.105,5.158,5.223,5.344,5.455,5.517,5.546,5.606,5.635,5.754,5.756,5.844,5.964,5.991,6.007,6.046,6.07,6.097,6.157,6.16,6.185,6.208,6.216,6.237,6.336,6.376,6.439,6.476,6.481,6.516,6.522,6.54,6.564,6.581,6.62,0.00055063,0.00026493,0.00029032,0.0037084,0.00031328,0.00149359,0.5783087,0.0176878,0.00032299,0.00056524,0.00059508,0.00058438,0.00032267,0.00012958,0.04525672,0.00028273,0.01685784,4.114e-05,0.00011189,0.01411293,0.00688538,0.00300767,0.00083135,2.838e-05,0.001727,0.00053641,0.007965,0.00344122,0.12114045,0.00272605,0.0034081,0.00061034,0.04627877,0.0003774,0.00609562,0.0003728,0.00278555,0.02890319,0.01972647,0.00512314,0.00146605,0.00069055,0.17058627,0.11617978,0.00246316,0.00010946,0.00033678,0.13446184,0.01400012,0.00238711,3793662.9999986766,0.9319578212435737,0.6122049225734508,-0.22383270384480572,-0.02392664655143737,1
10295282,10295282,CCOC(=NOC)c1ccc(C(=O)NCc2ncc(C)cc2C)o1,3.219,3.353,3.505,3.512,3.59,3.747,4.061,4.116,4.2,4.233,4.356,4.357,4.395,4.473,4.523,4.55,4.569,4.594,4.628,4.749,4.852,5.09,5.141,5.314,5.426,5.447,5.461,5.532,5.581,5.581,5.59,5.659,5.708,5.719,5.874,5.899,6.004,6.04,6.159,6.255,6.33,6.387,6.413,6.454,6.478,6.491,6.501,6.567,6.576,6.689,0.00013447,5.483e-05,0.03953999,0.04302752,0.00926079,0.01133139,0.02438087,0.00160136,5.773e-05,0.00068066,0.00019854,0.00088794,0.00055064,4.606e-05,0.27844955,0.00022477,0.00065999,0.0001388,4.419e-05,4.275e-05,0.19057226,0.05251432,2.362e-05,0.02102697,4.756e-05,0.11007467,0.0021727,0.00646621,0.00564799,0.00782224,0.03112631,0.00112495,5.097e-05,1.62e-06,1.394e-05,0.00081785,2.542e-05,0.22652663,0.00010079,0.0021378,0.00122647,0.02203902,0.00858808,0.0048969,0.00085566,0.01033569,0.18777348,0.34038401,0.19207444,0.00293037,5049764.999998236,-1.0729171973692049,0.9708726063940566,1.1302486878251155,-0.2456204164619923,1
5344126,5344126,CCc1ccncc1NC(=O)c1ccc(N)c(S(=O)(=O)NC(C)(C)C)c1,3.202,3.317,3.348,3.586,3.646,3.729,3.854,3.892,4.142,4.34,4.434,4.46,4.509,4.534,4.582,4.654,4.725,4.749,4.844,4.846,4.953,4.996,5.055,5.12,5.158,5.242,5.292,5.3,5.378,5.426,5.463,5.551,5.567,5.57,5.633,5.644,5.648,5.697,5.747,5.782,5.786,5.797,5.846,5.894,5.913,5.937,5.942,5.953,5.962,5.987,0.00014167,0.00096299,0.00212422,0.00011478,0.10458898,0.0022005,0.03790651,0.00662026,0.00017355,0.03883028,0.00105438,0.00354293,0.01544265,0.01306051,0.20157647,0.0364832,0.00548137,0.04223403,0.00347504,0.00054231,0.00860223,0.01494947,0.14196889,0.01805294,0.00195291,0.01121984,0.00221422,0.00116243,0.01165633,0.00021686,0.00062343,0.00533526,0.00378051,0.00224104,0.02935858,0.00120322,0.01053373,0.00154809,0.01383952,7.722e-05,0.00219323,0.00022025,0.00256526,8.88e-06,0.0011564,0.00409181,0.00196372,0.24221311,0.00850504,0.18676729,98608.99999996799,-2.55231304621661,0.03855063477155728,0.02298606458055271,0.2104029009627323,4
7563120,7563120,COCCN(C)NC(=O)CN(C)c1nnc(C2CC2)n1Cc1cccc(OC)c1,3.343,3.811,3.827,4.041,4.204,4.294,4.325,4.525,4.628,4.643,4.688,4.708,4.809,4.856,4.96,4.982,5.124,5.19,5.272,5.337,5.355,5.41,5.417,5.471,5.642,5.705,5.718,5.76,5.762,5.83,5.842,5.873,5.919,5.967,5.969,6.035,6.078,6.202,6.202,6.214,6.222,6.241,6.263,6.278,6.289,6.321,6.39,6.39,6.455,6.466,0.00011118,0.00041846,7.165e-05,0.00026124,2.1e-05,0.00019618,5.86e-06,1.928e-05,0.03703388,0.00804644,0.00027122,0.00035207,1.078e-05,0.00222474,0.00265347,0.0024067,0.00016572,0.00043186,0.00333813,0.05125475,0.00428206,0.00312972,0.00110794,0.00552278,0.00125763,0.00102292,5.46e-06,0.00172902,0.00329471,0.00024944,3.082e-05,0.0033156,0.00065902,0.0090916,0.00142657,0.11234559,0.02775014,0.00049392,0.0188412,0.07587509,0.13619846,0.05965582,0.00079345,0.01431981,0.30183585,0.01893033,0.00012427,0.00260548,0.00112638,0.01856362,2317602.9999991916,0.3367533277240932,-0.3675935911953278,0.0872233914467686,0.05563305549143422,3
8111966,8111966,CC1(C)NCCC2(CCC(NCCCN3CCN(Cc4ccccc4)CC3)CC2)CO1,3.845,3.9,3.984,4.04,4.041,4.094,4.13,4.186,4.384,4.441,5.235,5.38,5.438,5.569,5.648,5.704,5.705,5.761,5.853,5.91,5.946,6.001,6.06,6.111,6.12,6.176,6.208,6.243,6.261,6.262,6.286,6.319,6.343,6.399,6.483,6.535,6.539,6.583,6.616,6.634,6.664,6.674,6.706,6.742,6.778,6.834,6.835,6.887,6.942,6.998,0.00124899,7.333e-05,3.76e-06,0.0018852,1.19e-06,3.9e-05,0.00044358,4.172e-05,0.0,1e-08,0.001642,9.9e-07,1.7e-07,0.0410513,1.81e-06,1.87e-06,6e-08,6.06e-06,1.64e-06,1.12e-06,0.00138995,9.445e-05,0.00641149,0.00373253,0.00156347,0.00071208,0.00238745,0.02248975,0.00732826,0.00027465,0.01708662,9.823e-05,0.00426453,0.00229793,0.0055564,0.03227646,0.00994087,0.04122042,0.00124052,0.15481224,0.15003479,0.01105413,0.23283764,0.09122031,0.00624538,0.03658474,0.00461855,0.02066168,0.00457735,0.00325995,2866448.9999989998,3.2990626432446324,0.22271139144727073,-0.40781655942839895,1.036882654435474,3
7108094,7108094,COc1cc(NC(Cc2ccccc2)=C2C(=O)N(CC(C)C)C(=S)N=C2O)c(OC)cc1C,1.562,2.196,2.534,2.646,2.898,2.937,3.233,3.245,3.267,3.303,3.478,3.515,3.519,3.579,3.64,3.772,3.8,3.829,3.936,3.965,3.972,3.983,4.01,4.114,4.181,4.309,4.314,4.332,4.352,4.362,4.386,4.451,4.491,4.603,4.632,4.662,4.712,4.742,4.75,4.783,4.808,4.833,4.892,4.93,4.938,4.959,4.971,5.021,5.04,5.061,0.00034732,0.16261955,0.13567638,0.00949754,2.773e-05,3.927e-05,0.01150651,0.13288599,0.02819563,0.00039381,0.00109608,0.0150263,0.01054693,7.298e-05,0.0125661,0.00842298,0.00753235,0.01938034,0.03586714,0.00151219,0.00075275,0.00199211,0.00062522,0.00018706,0.1036735,0.00022238,0.00462055,0.0010344,0.00518502,0.06296373,0.00987237,0.00175275,0.02396008,0.01706438,0.00260276,0.00487314,0.00120173,0.0004988,0.00098631,0.01811894,0.03698189,0.01177787,0.02757709,0.00620717,0.02898477,0.00691871,0.00020479,0.03784883,0.00772538,0.00463097,1862576.9999993513,-9.298106399958192,0.9969366287190768,-0.21820851576248065,-0.4262945695542624,3
10380562,10380562,CC(=O)N(C)c1ccccc1N=Cc1c(C)n(-c2ccccn2)c(=O)c2ccccc12,2.847,3.036,3.065,3.191,3.254,3.423,3.473,3.496,3.649,3.662,3.676,3.756,3.795,3.818,3.843,3.911,3.932,3.941,3.972,3.981,4.016,4.063,4.116,4.143,4.153,4.189,4.198,4.239,4.301,4.379,4.403,4.442,4.448,4.51,4.57,4.595,4.614,4.632,4.669,4.695,4.768,4.789,4.854,4.87,4.911,4.921,4.925,4.987,4.996,5.074,3.517e-05,0.00202979,6.116e-05,0.02008088,0.00134068,0.0067544,0.21388595,0.00085353,0.07027064,0.00318681,0.00662405,0.00493309,0.00167849,0.00738686,0.00132904,0.00816356,0.00463052,0.02408311,0.00035225,0.00817116,0.0025895,0.00514982,0.018612,0.00219155,0.00712365,0.00154735,0.04249838,0.01216531,0.03136221,0.00345944,0.00971921,0.00088386,0.04954885,0.00871899,0.00112635,0.03070125,0.05606458,0.13680147,0.02152903,0.03863013,0.00023751,0.00086392,0.0018646,0.01958283,0.01288976,0.01315212,0.00392431,0.048741,0.02777112,0.0070803,5135044.99999821,-8.728674106923231,-0.8049526673989602,0.1981041228057885,-0.27729150668110125,1
3260500,3260500,CN1CCN(CCNC(=O)CN2CCCC2=O)C(C)(C)C1,4.747,5.058,5.066,5.131,5.339,5.404,5.424,5.734,5.759,6.212,6.907,7.043,7.103,7.158,7.4,7.444,7.628,7.666,7.831,7.869,7.949,7.964,7.985,8.097,8.12,8.124,8.158,8.247,8.301,8.389,8.412,8.44,8.453,8.552,8.626,8.662,8.688,8.718,8.756,8.818,8.872,8.889,8.956,9.012,9.027,9.043,9.119,9.179,9.213,9.252,0.0003579,0.00387198,0.00167255,0.01409989,0.0110596,0.00137124,0.00105794,0.00150935,0.00239659,0.00745019,0.07186158,0.05225984,0.02910502,0.16063384,0.01376524,0.01050341,0.00035104,0.00145365,0.00739238,0.00185385,0.00343887,0.00049073,0.0016961,0.00667593,0.0017058,0.00112615,0.00498348,0.00564945,0.00603238,0.00372029,0.00299242,0.00102381,0.00047833,0.00319814,0.01347844,0.01276847,0.00499472,0.01352201,0.00321847,0.01587601,0.00531097,0.00702418,0.02674701,0.02505129,0.00725086,0.00566647,0.01569614,0.00683467,0.00213417,0.01379617,-1985016.9999993197,16.885076832833082,0.8348844262722938,-0.585938563985802,1.1476816614833216,0
8610859,8610859,CCN(Cc1cccc(O)c1)c1nnc(Cc2cccnc2)n1CC1CN(C(=O)OC(C)(C)C)C1,3.319,3.501,3.74,3.766,3.918,3.979,3.987,4.157,4.165,4.181,4.252,4.252,4.42,4.433,4.46,4.638,4.67,4.695,4.718,4.753,4.799,4.829,4.896,4.901,4.909,4.931,4.939,4.977,5.121,5.171,5.185,5.19,5.207,5.254,5.298,5.342,5.389,5.392,5.406,5.413,5.455,5.655,5.659,5.66,5.665,5.67,5.696,5.734,5.76,5.83,9.609e-05,0.00404498,3.7e-07,0.00242284,8.16e-06,1.61e-06,1.57e-06,9.82e-05,2.19e-06,3.75e-06,0.0019924,0.0001265,1.362e-05,0.00248002,5.42e-06,2.851e-05,4.3e-07,0.00298893,0.00017016,7.85e-06,0.00013915,0.05808246,0.0001794,2.683e-05,1.717e-05,4.115e-05,0.00047937,3.603e-05,0.00261356,0.0024967,0.00609999,0.01264028,0.0035652,0.10948565,0.02338855,0.00046299,0.00046219,0.00980148,0.00019684,0.00046927,0.01531999,0.0064333,0.00494027,0.0006807,0.01396201,0.02889009,0.00120254,7.82e-06,0.00015502,3.542e-05,3365341.999998827,-3.731231827245314,-0.950744819603779,0.15284348916091584,-0.06362773316898196,1
10401664,10401664,COc1ccccc1NS(=O)(=O)c1cccc(C(=S)NCc2ccc(NC(=O)NC(C)C)cc2)c1N,2.774,2.843,3.017,3.153,3.313,3.389,3.395,3.495,3.526,3.555,3.633,3.643,3.69,3.707,3.772,3.839,3.886,3.919,3.928,3.999,4.044,4.066,4.109,4.176,4.204,4.233,4.253,4.282,4.331,4.353,4.384,4.424,4.453,4.463,4.485,4.486,4.53,4.542,4.559,4.618,4.657,4.669,4.678,4.696,4.751,4.765,4.798,4.858,4.865,4.884,0.05338403,0.00256221,0.01520009,0.00013963,0.00014495,0.00030425,0.00483244,0.00076375,0.00118535,1.904e-05,0.02963348,0.00022705,0.00139951,0.00222417,0.00348945,0.00808959,0.0176894,0.01529836,0.01719431,0.00014647,4.28e-06,0.05264043,0.00048563,0.00064257,0.04650526,0.00462028,0.00080364,0.00043196,0.02198363,0.01885998,0.00277614,0.00169472,0.01062132,0.04477094,0.00023874,0.00011893,0.00086225,0.00435938,0.01555645,0.00774205,0.00243865,0.00417411,0.00335538,0.00200863,0.31532163,0.03567636,0.02812809,0.00051329,0.00261095,0.01316544,5156146.9999982035,-9.176341294630785,-0.8089561640316416,-0.0032567901685358986,-0.058749362442287206,1
3969853,3969853,CC(CC1CCN(CC(F)(F)F)CC1)CC1(C)CC1,9.129,10.709,10.954,11.034,11.188,11.283,11.429,11.616,11.647,11.663,11.674,11.788,11.901,11.962,12.111,12.132,12.273,12.368,12.379,12.424,12.487,12.607,12.664,12.736,12.802,12.844,12.846,12.993,13.026,13.036,13.132,13.183,13.218,13.239,13.243,13.263,13.27,13.297,13.387,13.394,13.399,13.432,13.468,13.516,13.559,13.599,13.623,13.659,13.673,13.68,0.00032641,0.04505638,0.14237125,0.02068408,0.07473482,0.00626519,0.0342242,0.04501219,0.01918278,0.01223796,0.00189449,0.03507813,0.03227682,0.01584727,0.01994922,0.00996437,0.00561275,0.00394419,0.00964929,0.00677685,0.00439559,0.02196267,0.0013929,0.00396505,0.00085976,0.0071794,0.00279604,0.00102234,0.00036546,0.00287033,0.00189489,0.00029105,0.00020372,0.00073694,0.00516772,0.00248955,0.00369796,0.04012824,0.0216709,0.00127573,0.01089286,0.00130371,0.00476112,0.05837729,0.00625708,0.01215306,0.01835886,0.00104002,0.00817895,0.05725845,-1275663.9999995877,50.409028283606986,-6.48248577751748,-0.764364494753254,0.0011495199030619211,0
5313355,5313355,CC(CN)(NS(=O)(=O)c1cc(F)c(F)c(F)c1)c1ccc(F)cc1,3.48,3.546,3.824,3.947,4.023,4.3,4.435,4.437,4.505,4.532,4.81,4.85,4.914,4.918,4.94,5.001,5.012,5.034,5.048,5.167,5.271,5.446,5.447,5.469,5.493,5.519,5.542,5.6,5.609,5.694,5.698,5.859,5.872,5.89,5.927,5.93,5.969,5.991,6.05,6.072,6.11,6.123,6.133,6.177,6.213,6.236,6.281,6.306,6.338,6.345,0.00404083,0.00586425,0.00048709,7.034e-05,0.00380173,0.0004445,0.00623726,0.00032679,0.00601462,0.02009732,0.00070682,0.00391146,0.07135861,0.00042378,0.01967068,0.00074059,0.00565761,0.01910541,0.02734484,0.0015236,0.00082759,0.00049543,0.00130018,0.00102104,0.00035782,0.00180738,0.05224984,0.01132753,0.00025541,0.00156182,0.00106329,0.00065456,0.00507006,0.00066344,0.02712532,0.00372777,0.07835443,0.02173541,0.00139104,0.12177214,0.17647034,0.08169016,0.0591096,0.11204005,0.08939173,0.0244564,0.00972123,0.00606467,0.00052669,0.00296039,67837.99999997613,-0.24298442387820385,-0.5013280040347898,-0.047411669742215536,-0.04277278622482292,4
3787073,3787073,Cn1ccnc(C=C(CNC(=O)C2CCCCC2)NC2CCCC2)c1=O,2.894,3.324,3.618,3.776,4.282,4.291,4.335,4.419,4.444,4.533,5.054,5.059,5.088,5.25,5.267,5.339,5.349,5.424,5.532,5.544,5.65,5.733,5.752,5.773,5.805,5.866,5.946,6.014,6.019,6.029,6.205,6.315,6.392,6.461,6.524,6.571,6.586,6.646,6.665,6.713,6.725,6.777,6.78,6.798,6.859,6.863,6.911,6.936,6.95,6.973,0.00386172,0.25609211,0.00403331,0.01778062,0.01219422,0.00559165,0.00018544,0.00284487,0.01772018,0.00017628,0.00053814,0.00953917,0.00010799,0.00252253,0.01552194,0.00017635,0.04742793,0.00037767,0.00708791,0.0623139,0.0138895,0.00349712,0.00125476,0.01375972,0.03291917,0.02674091,0.00214389,0.02266009,0.0061669,0.00137457,0.07249736,0.00112892,0.03339655,0.02981066,0.02471946,0.03811084,0.02158866,0.05248341,0.11830233,0.00453557,0.05182344,0.00086874,0.01115637,0.02013546,0.0010365,0.04413097,5.211e-05,0.02898197,0.00804197,0.01281601,-1458443.999999492,2.5073709531405988,1.0229423164509375,-0.06864201555133623,-0.20259341438104844,0
